rank	rep	method	FP	TP	n_ctrl	n_sig
0.038	number of replicate = 3	Enrich2	0	0.08014571948998178	17	549
0.038	number of replicate = 3	Naive	0	0.07285974499089254	17	549
0.038	number of replicate = 3	Rosace	0	0.08196721311475409	17	549
0.038	number of replicate = 3	Rosace(nopos)	0	0.05828779599271402	17	549
0.038	number of replicate = 3	mutscan(edgeR)	0	0.07468123861566485	17	549
0.038	number of replicate = 3	mutscan(limma)	0	0.0692167577413479	17	549
0.04	number of replicate = 1	DiMSum	0	0.07952466682450658	17	526
0.04	number of replicate = 1	Enrich2	0	0.08269079734329245	17	526
0.04	number of replicate = 1	Naive	0.019607843137254898	0.07249316345191086	17	526
0.04	number of replicate = 1	Rosace	0	0.08906181404922818	17	526
0.04	number of replicate = 1	Rosace(nopos)	0	0.07505471666492627	17	526
0.04	number of replicate = 1	mutscan(edgeR)	0	0.08203038481468768	17	526
0.04	number of replicate = 1	mutscan(limma)	0	0.07568355564926606	17	526
0.04	number of replicate = 2	DiMSum	0	0.09036613996237033	17	551
0.04	number of replicate = 2	Enrich2	0	0.10040793220000332	17	551
0.04	number of replicate = 2	Naive	0	0.08309662165537221	17	551
0.04	number of replicate = 2	Rosace	0	0.08946868912236301	17	551
0.04	number of replicate = 2	Rosace(nopos)	0	0.0885812284586823	17	551
0.04	number of replicate = 2	mutscan(edgeR)	0	0.08673637589703459	17	551
0.04	number of replicate = 2	mutscan(limma)	0	0.09949050100734277	17	551
0.04	number of replicate = 3	DiMSum	0	0.0947176684881603	17	549
0.04	number of replicate = 3	Enrich2	0	0.08378870673952642	17	549
0.04	number of replicate = 3	Naive	0	0.07285974499089254	17	549
0.04	number of replicate = 3	Rosace	0	0.08743169398907104	17	549
0.04	number of replicate = 3	Rosace(nopos)	0	0.06193078324225865	17	549
0.04	number of replicate = 3	mutscan(edgeR)	0	0.07832422586520947	17	549
0.04	number of replicate = 3	mutscan(limma)	0	0.07468123861566485	17	549
0.042	number of replicate = 1	DiMSum	0	0.0833463538292806	17	526
0.042	number of replicate = 1	Enrich2	0	0.08713406707025201	17	526
0.042	number of replicate = 1	Naive	0.019607843137254898	0.0782159911410955	17	526
0.042	number of replicate = 1	Rosace	0	0.0922352378991959	17	526
0.042	number of replicate = 1	Rosace(nopos)	0	0.07888125971231691	17	526
0.042	number of replicate = 1	mutscan(edgeR)	0	0.08330023069167951	17	526
0.042	number of replicate = 1	mutscan(limma)	0	0.08204251565397234	17	526
0.042	number of replicate = 2	DiMSum	0	0.09948051083101618	17	551
0.042	number of replicate = 2	Enrich2	0	0.10770742103598129	17	551
0.042	number of replicate = 2	Naive	0	0.0885912186350089	17	551
0.042	number of replicate = 2	Rosace	0	0.09310844336402538	17	551
0.042	number of replicate = 2	Rosace(nopos)	0	0.09040610066767679	17	551
0.042	number of replicate = 2	mutscan(edgeR)	0	0.09219101217136483	17	551
0.042	number of replicate = 2	mutscan(limma)	0	0.10496511763432624	17	551
0.042	number of replicate = 3	DiMSum	0	0.10200364298724957	17	549
0.042	number of replicate = 3	Enrich2	0	0.09107468123861566	17	549
0.042	number of replicate = 3	Naive	0	0.07650273224043716	17	549
0.042	number of replicate = 3	Rosace	0	0.0947176684881603	17	549
0.042	number of replicate = 3	Rosace(nopos)	0	0.06739526411657559	17	549
0.042	number of replicate = 3	mutscan(edgeR)	0	0.08378870673952642	17	549
0.042	number of replicate = 3	mutscan(limma)	0	0.07832422586520947	17	549
0.044	number of replicate = 1	DiMSum	0	0.0858884828718295	17	526
0.044	number of replicate = 1	Enrich2	0	0.0909533353209746	17	526
0.044	number of replicate = 1	Naive	0.019607843137254898	0.08331481735404321	17	526
0.044	number of replicate = 1	Rosace	0	0.09541591801131784	17	526
0.044	number of replicate = 1	Rosace(nopos)	0	0.08206195835895268	17	526
0.044	number of replicate = 1	mutscan(edgeR)	0	0.08712435498501875	17	526
0.044	number of replicate = 1	mutscan(limma)	0	0.08585936515064353	17	526
0.044	number of replicate = 2	DiMSum	0	0.10862485222864185	17	551
0.044	number of replicate = 2	Enrich2	0	0.11317204748663814	17	551
0.044	number of replicate = 2	Naive	0	0.09133352203666395	17	551
0.044	number of replicate = 2	Rosace	0	0.09857306981468222	17	551
0.044	number of replicate = 2	Rosace(nopos)	0	0.09405584508566577	17	551
0.044	number of replicate = 2	mutscan(edgeR)	0	0.09767561897467492	17	551
0.044	number of replicate = 2	mutscan(limma)	0	0.10861486205231521	17	551
0.044	number of replicate = 3	DiMSum	0	0.11293260473588344	17	549
0.044	number of replicate = 3	Enrich2	0	0.0965391621129326	17	549
0.044	number of replicate = 3	Naive	0	0.07832422586520947	17	549
0.044	number of replicate = 3	Rosace	0	0.10564663023679416	17	549
0.044	number of replicate = 3	Rosace(nopos)	0	0.07285974499089254	17	549
0.044	number of replicate = 3	mutscan(edgeR)	0	0.08378870673952642	17	549
0.044	number of replicate = 3	mutscan(limma)	0	0.08925318761384335	17	549
0.046	number of replicate = 1	DiMSum	0	0.08715832874882135	17	526
0.046	number of replicate = 1	Enrich2	0	0.09477260357169719	17	526
0.046	number of replicate = 1	Naive	0.019607843137254898	0.08776779916623602	17	526
0.046	number of replicate = 1	Rosace	0	0.09859661665795359	17	526
0.046	number of replicate = 1	Rosace(nopos)	0	0.08778718626767493	17	526
0.046	number of replicate = 1	mutscan(edgeR)	0	0.09030505363165449	17	526
0.046	number of replicate = 1	mutscan(limma)	0	0.09031476571688775	17	526
0.046	number of replicate = 2	DiMSum	0	0.11501690004828585	17	551
0.046	number of replicate = 2	Enrich2	0	0.11590436071196658	17	551
0.046	number of replicate = 2	Naive	0	0.09589070747098687	17	551
0.046	number of replicate = 2	Rosace	0	0.10039794202367673	17	551
0.046	number of replicate = 2	Rosace(nopos)	0	0.0967981484873208	17	551
0.046	number of replicate = 2	mutscan(edgeR)	0	0.09951048135999602	17	551
0.046	number of replicate = 2	mutscan(limma)	0	0.11591435088829317	17	551
0.046	number of replicate = 3	DiMSum	0	0.11839708561020036	17	549
0.046	number of replicate = 3	Enrich2	0	0.10382513661202186	17	549
0.046	number of replicate = 3	Naive	0	0.08014571948998178	17	549
0.046	number of replicate = 3	Rosace	0	0.1092896174863388	17	549
0.046	number of replicate = 3	Rosace(nopos)	0	0.07650273224043716	17	549
0.046	number of replicate = 3	mutscan(edgeR)	0	0.08743169398907104	17	549
0.046	number of replicate = 3	mutscan(limma)	0	0.09289617486338798	17	549
0.048	number of replicate = 1	DiMSum	0	0.09098245304216057	17	526
0.048	number of replicate = 1	Enrich2	0	0.10176771442643891	17	526
0.048	number of replicate = 1	Naive	0.019607843137254898	0.09031722153996677	17	526
0.048	number of replicate = 1	Rosace	0	0.10495799541671129	17	526
0.048	number of replicate = 1	Rosace(nopos)	0	0.09032931531022383	17	526
0.048	number of replicate = 1	mutscan(edgeR)	0	0.0960375934060724	17	526
0.048	number of replicate = 1	mutscan(limma)	0	0.09349544582900969	17	526
0.048	number of replicate = 2	DiMSum	0	0.11685176243360695	17	551
0.048	number of replicate = 2	Enrich2	0	0.12136898716262343	17	551
0.048	number of replicate = 2	Naive	0	0.10321017665961804	17	551
0.048	number of replicate = 2	Rosace	0	0.10677999966699411	17	551
0.048	number of replicate = 2	Rosace(nopos)	0	0.10043790272898317	17	551
0.048	number of replicate = 2	mutscan(edgeR)	0	0.10407765697064553	17	551
0.048	number of replicate = 2	mutscan(limma)	0	0.12047153632261609	17	551
0.048	number of replicate = 3	DiMSum	0	0.122040072859745	17	549
0.048	number of replicate = 3	Enrich2	0	0.10382513661202186	17	549
0.048	number of replicate = 3	Naive	0	0.08561020036429873	17	549
0.048	number of replicate = 3	Rosace	0	0.1092896174863388	17	549
0.048	number of replicate = 3	Rosace(nopos)	0	0.08196721311475409	17	549
0.048	number of replicate = 3	mutscan(edgeR)	0	0.08743169398907104	17	549
0.048	number of replicate = 3	mutscan(limma)	0	0.10200364298724957	17	549
0.05	number of replicate = 1	DiMSum	0	0.0973487063780487	17	526
0.05	number of replicate = 1	Enrich2	0	0.10559183871977813	17	526
0.05	number of replicate = 1	Naive	0.019607843137254898	0.09540633566768121	17	526
0.05	number of replicate = 1	Rosace	0	0.11195066898288779	17	526
0.05	number of replicate = 1	Rosace(nopos)	0	0.09287144435277274	17	526
0.05	number of replicate = 1	mutscan(edgeR)	0	0.09921829205270816	17	526
0.05	number of replicate = 1	mutscan(limma)	0	0.09731715136829751	17	526
0.05	number of replicate = 2	DiMSum	0	0.1177592034499409	17	551
0.05	number of replicate = 2	Enrich2	0	0.12774105462961421	17	551
0.05	number of replicate = 2	Naive	0	0.11050966549559602	17	551
0.05	number of replicate = 2	Rosace	0	0.11134717527764365	17	551
0.05	number of replicate = 2	Rosace(nopos)	0	0.10590252917964005	17	551
0.05	number of replicate = 2	mutscan(edgeR)	0	0.10773739156496115	17	551
0.05	number of replicate = 2	mutscan(limma)	0	0.12504870210959224	17	551
0.05	number of replicate = 3	DiMSum	0	0.12568306010928962	17	549
0.05	number of replicate = 3	Enrich2	0	0.1111111111111111	17	549
0.05	number of replicate = 3	Naive	0	0.08743169398907104	17	549
0.05	number of replicate = 3	Rosace	0	0.1092896174863388	17	549
0.05	number of replicate = 3	Rosace(nopos)	0	0.08378870673952642	17	549
0.05	number of replicate = 3	mutscan(edgeR)	0	0.0947176684881603	17	549
0.05	number of replicate = 3	mutscan(limma)	0	0.10382513661202186	17	549
0.052	number of replicate = 1	DiMSum	0	0.10181383756403999	17	526
0.052	number of replicate = 1	Enrich2	0	0.1074978169122916	17	526
0.052	number of replicate = 1	Naive	0.019607843137254898	0.10049786854944706	17	526
0.052	number of replicate = 1	Rosace	0	0.11704463915321886	17	526
0.052	number of replicate = 1	Rosace(nopos)	0	0.09732442616496555	17	526
0.052	number of replicate = 1	mutscan(edgeR)	0	0.10303756030343075	17	526
0.052	number of replicate = 1	mutscan(limma)	0	0.1030472538541502	17	526
0.052	number of replicate = 2	DiMSum	0	0.12050150685159594	17	551
0.052	number of replicate = 2	Enrich2	0	0.13140078922392978	17	551
0.052	number of replicate = 2	Naive	0	0.11415940991358497	17	551
0.052	number of replicate = 2	Rosace	0	0.11774921327361429	17	551
0.052	number of replicate = 2	Rosace(nopos)	0	0.11046970479028953	17	551
0.052	number of replicate = 2	mutscan(edgeR)	0	0.11412943938460514	17	551
0.052	number of replicate = 2	mutscan(limma)	0	0.13326562213823073	17	551
0.052	number of replicate = 3	DiMSum	0	0.1347905282331512	17	549
0.052	number of replicate = 3	Enrich2	0	0.11475409836065574	17	549
0.052	number of replicate = 3	Naive	0	0.08925318761384335	17	549
0.052	number of replicate = 3	Rosace	0	0.11293260473588344	17	549
0.052	number of replicate = 3	Rosace(nopos)	0	0.08743169398907104	17	549
0.052	number of replicate = 3	mutscan(edgeR)	0	0.0947176684881603	17	549
0.052	number of replicate = 3	mutscan(limma)	0	0.1111111111111111	17	549
0.054	number of replicate = 1	DiMSum	0	0.10627167541884942	17	526
0.054	number of replicate = 1	Enrich2	0	0.11067851555892735	17	526
0.054	number of replicate = 1	Naive	0.019607843137254898	0.1036761299075176	17	526
0.054	number of replicate = 1	Rosace	0	0.12149274638828124	17	526
0.054	number of replicate = 1	Rosace(nopos)	0	0.10178222695074739	17	526
0.054	number of replicate = 1	mutscan(edgeR)	0	0.10431226222303921	17	526
0.054	number of replicate = 1	mutscan(limma)	0	0.10813151193924801	17	526
0.054	number of replicate = 2	DiMSum	0	0.12322382990059774	17	551
0.054	number of replicate = 2	Enrich2	0	0.13414309262558483	17	551
0.054	number of replicate = 2	Naive	0	0.1168917231389134	17	551
0.054	number of replicate = 2	Rosace	0	0.12049151667526933	17	551
0.054	number of replicate = 2	Rosace(nopos)	0	0.11230456717561065	17	551
0.054	number of replicate = 2	mutscan(edgeR)	0	0.1177691936262675	17	551
0.054	number of replicate = 2	mutscan(limma)	0	0.13691536655621972	17	551
0.054	number of replicate = 3	DiMSum	0	0.1347905282331512	17	549
0.054	number of replicate = 3	Enrich2	0	0.12021857923497269	17	549
0.054	number of replicate = 3	Naive	0	0.09289617486338798	17	549
0.054	number of replicate = 3	Rosace	0	0.11657559198542804	17	549
0.054	number of replicate = 3	Rosace(nopos)	0	0.09107468123861566	17	549
0.054	number of replicate = 3	mutscan(edgeR)	0	0.09836065573770492	17	549
0.054	number of replicate = 3	mutscan(limma)	0	0.11475409836065574	17	549
0.056	number of replicate = 1	DiMSum	0	0.10881624174996354	17	526
0.056	number of replicate = 1	Enrich2	0	0.11322064460147627	17	526
0.056	number of replicate = 1	Naive	0.019607843137254898	0.10877010007784867	17	526
0.056	number of replicate = 1	Rosace	0	0.1246758637889684	17	526
0.056	number of replicate = 1	Rosace(nopos)	0	0.10432191870473108	17	526
0.056	number of replicate = 1	mutscan(edgeR)	0	0.10685924730820476	17	526
0.056	number of replicate = 1	mutscan(limma)	0	0.11130735454326714	17	526
0.056	number of replicate = 2	DiMSum	0	0.12870843670390783	17	551
0.056	number of replicate = 2	Enrich2	0	0.1377928370435738	17	551
0.056	number of replicate = 2	Naive	0	0.12145889874956292	17	551
0.056	number of replicate = 2	Rosace	0	0.12414126109325829	17	551
0.056	number of replicate = 2	Rosace(nopos)	0	0.11412943938460514	17	551
0.056	number of replicate = 2	mutscan(edgeR)	0	0.12231638888426383	17	551
0.056	number of replicate = 2	mutscan(limma)	0	0.1423799930068766	17	551
0.056	number of replicate = 3	DiMSum	0	0.14207650273224043	17	549
0.056	number of replicate = 3	Enrich2	0	0.12750455373406194	17	549
0.056	number of replicate = 3	Naive	0	0.0965391621129326	17	549
0.056	number of replicate = 3	Rosace	0	0.12386156648451732	17	549
0.056	number of replicate = 3	Rosace(nopos)	0	0.0947176684881603	17	549
0.056	number of replicate = 3	mutscan(edgeR)	0	0.10018214936247724	17	549
0.056	number of replicate = 3	mutscan(limma)	0	0.12021857923497269	17	549
0.058	number of replicate = 1	DiMSum	0	0.11008608762695539	17	526
0.058	number of replicate = 1	Enrich2	0	0.1189434722906609	17	526
0.058	number of replicate = 1	Naive	0.019607843137254898	0.112579656243338	17	526
0.058	number of replicate = 1	Rosace	0	0.12976497791668284	17	526
0.058	number of replicate = 1	Rosace(nopos)	0	0.10750745485946965	17	526
0.058	number of replicate = 1	mutscan(edgeR)	0	0.11130981036634616	17	526
0.058	number of replicate = 1	mutscan(limma)	0	0.11767117059059005	17	526
0.058	number of replicate = 2	DiMSum	0	0.1323581811218968	17	551
0.058	number of replicate = 2	Enrich2	0	0.14235002247789674	17	551
0.058	number of replicate = 2	Naive	0	0.12600609400755924	17	551
0.058	number of replicate = 2	Rosace	0	0.12960588754391514	17	551
0.058	number of replicate = 2	Rosace(nopos)	0	0.11868662481892805	17	551
0.058	number of replicate = 2	mutscan(edgeR)	0	0.1259661333022528	17	551
0.058	number of replicate = 2	mutscan(limma)	0	0.14875206047386735	17	551
0.058	number of replicate = 3	DiMSum	0	0.14571948998178508	17	549
0.058	number of replicate = 3	Enrich2	0	0.13296903460837886	17	549
0.058	number of replicate = 3	Naive	0	0.0965391621129326	17	549
0.058	number of replicate = 3	Rosace	0	0.12568306010928962	17	549
0.058	number of replicate = 3	Rosace(nopos)	0	0.0947176684881603	17	549
0.058	number of replicate = 3	mutscan(edgeR)	0	0.10018214936247724	17	549
0.058	number of replicate = 3	mutscan(limma)	0	0.12021857923497269	17	549
0.06	number of replicate = 1	DiMSum	0	0.11326922356215637	17	526
0.06	number of replicate = 1	Enrich2	0	0.12085432506030483	17	526
0.06	number of replicate = 1	Naive	0.019607843137254898	0.11576035488997376	17	526
0.06	number of replicate = 1	Rosace	0	0.13358424616740544	17	526
0.06	number of replicate = 1	Rosace(nopos)	0	0.11195312480596681	17	526
0.06	number of replicate = 1	mutscan(edgeR)	0	0.11385679545151169	17	526
0.06	number of replicate = 1	mutscan(limma)	0	0.12212655262232047	17	526
0.06	number of replicate = 2	DiMSum	0	0.13511047469987844	17	551
0.06	number of replicate = 2	Enrich2	0	0.14691719808854625	17	551
0.06	number of replicate = 2	Naive	0	0.13239814182720325	17	551
0.06	number of replicate = 2	Rosace	0	0.13597795501090593	17	551
0.06	number of replicate = 2	Rosace(nopos)	0	0.11960405601158859	17	551
0.06	number of replicate = 2	mutscan(edgeR)	0	0.12871842688023444	17	551
0.06	number of replicate = 2	mutscan(limma)	0	0.15150435405184903	17	551
0.06	number of replicate = 3	DiMSum	0	0.14754098360655735	17	549
0.06	number of replicate = 3	Enrich2	0	0.14207650273224043	17	549
0.06	number of replicate = 3	Naive	0	0.10200364298724957	17	549
0.06	number of replicate = 3	Rosace	0	0.12750455373406194	17	549
0.06	number of replicate = 3	Rosace(nopos)	0	0.0947176684881603	17	549
0.06	number of replicate = 3	mutscan(edgeR)	0	0.10382513661202186	17	549
0.06	number of replicate = 3	mutscan(limma)	0	0.12568306010928962	17	549
0.062	number of replicate = 1	DiMSum	0	0.11582106468993854	17	526
0.062	number of replicate = 1	Enrich2	0	0.1240398612150434	17	526
0.062	number of replicate = 1	Naive	0.019607843137254898	0.11895076562184276	17	526
0.062	number of replicate = 1	Rosace	0	0.13803722797959825	17	526
0.062	number of replicate = 1	Rosace(nopos)	0	0.11386395904109692	17	526
0.062	number of replicate = 1	mutscan(edgeR)	0	0.11576521093259037	17	526
0.062	number of replicate = 1	mutscan(limma)	0	0.124673537707486	17	526
0.062	number of replicate = 2	DiMSum	0	0.13876021911786743	17	551
0.062	number of replicate = 2	Enrich2	0	0.1496495113138747	17	551
0.062	number of replicate = 2	Naive	0	0.13695532726152618	17	551
0.062	number of replicate = 2	Rosace	0	0.1396276994288949	17	551
0.062	number of replicate = 2	Rosace(nopos)	0	0.12415125126958493	17	551
0.062	number of replicate = 2	mutscan(edgeR)	0	0.13511047469987844	17	551
0.062	number of replicate = 2	mutscan(limma)	0	0.1533292262608435	17	551
0.062	number of replicate = 3	DiMSum	0	0.1493624772313297	17	549
0.062	number of replicate = 3	Enrich2	0	0.14389799635701275	17	549
